"strain","accession","date","year","country","state","CO","division","zone","trap","lineage","sublineage","host"
"KR348991/2007/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348991",2007-09-14,2007,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"KR348992/2006/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348992",2006-09-22,2006,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"KR348993/2011/USA/CA/San_Bernardino/SW03/unknown/Mosquito-Culex","KR348993",2011-07-21,2011,"USA","CA","Not CO","CA/San_Bernardino","CA/San_Bernardino","CA/San_Bernardino","SW03","unknown","Mosquito-Culex"
"KR348994/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348994",2005-08-24,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR348995/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348995",2005-08-23,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR348996/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348996",2004-08-10,2004,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR348997/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348997",2005-06-29,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR348998/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348998",2008-06-27,2008,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR348999/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348999",2005-07-18,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349000/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349000",2008-07-25,2008,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349001/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349001",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349002/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349002",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349003/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349003",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349004/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349004",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349005/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349005",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349006/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349006",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349007/2005/USA/CA/Solano/WN02/unknown/Mosquito-Culex","KR349007",2005-07-15,2005,"USA","CA","Not CO","CA/Solano","CA/Solano","CA/Solano","WN02","unknown","Mosquito-Culex"
"KR349008/2005/USA/CA/Yolo/WN02/unknown/Mosquito-Culex","KR349008",2005-07-15,2005,"USA","CA","Not CO","CA/Yolo","CA/Yolo","CA/Yolo","WN02","unknown","Mosquito-Culex"
"KR349009/2005/USA/CA/Solano/WN02/unknown/Mosquito-Culex","KR349009",2005-07-15,2005,"USA","CA","Not CO","CA/Solano","CA/Solano","CA/Solano","WN02","unknown","Mosquito-Culex"
"KR349010/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349010",2005-07-26,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349011/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349011",2005-07-28,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349012/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349012",2005-07-28,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349013/2007/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349013",2007-09-25,2007,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349014/2008/USA/CA/Yolo/SW03/unknown/Mosquito-Culex","KR349014",2008-08-26,2008,"USA","CA","Not CO","CA/Yolo","CA/Yolo","CA/Yolo","SW03","unknown","Mosquito-Culex"
"KR349015/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349015",2004-11-08,2004,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349016/2004/USA/CA/Yolo/WN02/unknown/Mosquito-Culex","KR349016",2004-08-13,2004,"USA","CA","Not CO","CA/Yolo","CA/Yolo","CA/Yolo","WN02","unknown","Mosquito-Culex"
"KR349017/2007/USA/CA/Shasta/WN02/unknown/Mosquito-Culex","KR349017",2007-07-25,2007,"USA","CA","Not CO","CA/Shasta","CA/Shasta","CA/Shasta","WN02","unknown","Mosquito-Culex"
"KR349018/2007/USA/CA/Shasta/WN02/unknown/Mosquito-Culex","KR349018",2007-07-26,2007,"USA","CA","Not CO","CA/Shasta","CA/Shasta","CA/Shasta","WN02","unknown","Mosquito-Culex"
"KR349019/2009/USA/CA/Shasta/SW03/unknown/Mosquito-Culex","KR349019",2009-08-25,2009,"USA","CA","Not CO","CA/Shasta","CA/Shasta","CA/Shasta","SW03","unknown","Mosquito-Culex"
"KR349020/2011/USA/CA/Shasta/WN02/unknown/Mosquito-Culex","KR349020",2011-02-09,2011,"USA","CA","Not CO","CA/Shasta","CA/Shasta","CA/Shasta","WN02","unknown","Mosquito-Culex"
"KR349021/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349021",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"KR349022/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR349022",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"KR349023/2004/USA/CA/Yolo/WN02/unknown/Mosquito-Culex","KR349023",2004-08-13,2004,"USA","CA","Not CO","CA/Yolo","CA/Yolo","CA/Yolo","WN02","unknown","Mosquito-Culex"
"KR349024/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex","KR349024",2003-08-19,2003,"USA","CA","Not CO","CA/Imperial","CA/Imperial","CA/Imperial","WN02","unknown","Mosquito-Culex"
"KR349025/2007/USA/CA/Shasta/WN02/unknown/Mosquito-Culex","KR349025",2007-07-25,2007,"USA","CA","Not CO","CA/Shasta","CA/Shasta","CA/Shasta","WN02","unknown","Mosquito-Culex"
"KR349026/2011/USA/CA/Sutter/WN02/unknown/Mosquito-Culex","KR349026",2011-09-13,2011,"USA","CA","Not CO","CA/Sutter","CA/Sutter","CA/Sutter","WN02","unknown","Mosquito-Culex"
"KT020853/2014/USA/NE/Dundy/WN02/unknown/Human","KT020853",2014-09-01,2014,"USA","NE","Not CO","NE/Dundy","NE/Dundy","NE/Dundy","WN02","unknown","Human"
"KT862843/2010/USA/TX/Harris/WN02/unknown/Bird-other","KT862843",2010-09-08,2010,"USA","TX","Not CO","TX/Harris","TX/Harris","TX/Harris","WN02","unknown","Bird-other"
"KT862844/2011/USA/TX/Harris/WN02/unknown/Bird-crow","KT862844",2011-08-29,2011,"USA","TX","Not CO","TX/Harris","TX/Harris","TX/Harris","WN02","unknown","Bird-crow"
"KX547164/2006/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547164",2006-09-08,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547165/2005/USA/NY/Broome/WN02/unknown/Bird-other","KX547165",2005-09-10,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547166/2003/USA/NY/Greene/WN02/unknown/Horse","KX547166",2003-10-28,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Horse"
"KX547167/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta","KX547167",2013-09-04,2013,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547168/2012/USA/NY/Albany/WN02/unknown/Bird-other","KX547168",2012-09-27,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547169/2015/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta","KX547169",2015-09-02,2015,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547170/2003/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta","KX547170",2003-09-23,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547171/2011/USA/NY/Oneida/WN02/unknown/Mosquito-Culiseta","KX547171",2011-08-03,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547172/2009/USA/NY/Greene/WN02/unknown/Bird-crow","KX547172",2009-09-02,2009,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547173/2005/USA/NY/Orleans/SW03/unknown/Bird-crow","KX547173",2005-08-31,2005,"USA","NY","Not CO","NY","NY","NY","SW03","unknown","Bird-crow"
"KX547174/2013/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547174",2013-07-16,2013,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547175/2008/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex","KX547175",2008-07-10,2008,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547176/2003/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547176",2003-08-12,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547177/2012/USA/NY/Rockland/WN02/unknown/Mosquito-Culex","KX547177",2012-07-06,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547178/2003/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta","KX547178",2003-08-13,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547179/2002/USA/NY/Richmond/NY99/unknown/Bird-crow","KX547179",2002-08-08,2002,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Bird-crow"
"KX547180/2006/USA/NY/Oswego/WN02/unknown/Bird-crow","KX547180",2006-09-07,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547181/2003/USA/NY/Ulster/WN02/unknown/Bird-other","KX547181",2003-09-24,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547182/2002/USA/NY/Orange/WN02/unknown/Mosquito-Culex","KX547182",2002-09-11,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547183/2008/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547183",2008-07-22,2008,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547184/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex","KX547184",2013-08-28,2013,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547185/2012/USA/NY/Erie/WN02/unknown/Mosquito-Culex","KX547185",2012-09-06,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547186/2008/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547186",2008-07-08,2008,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547187/2008/USA/NY/Albany/SW03/unknown/Bird-crow","KX547187",2008-08-28,2008,"USA","NY","Not CO","NY","NY","NY","SW03","unknown","Bird-crow"
"KX547188/2003/USA/NY/Broome/WN02/unknown/Mosquito-Culex","KX547188",2003-08-15,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547189/2002/USA/NY/Broome/WN02/unknown/Mosquito-Culex","KX547189",2002-08-09,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547190/2013/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547190",2013-07-12,2013,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547191/2008/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex","KX547191",2008-08-07,2008,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547192/2011/USA/NY/Oneida/WN02/unknown/Mosquito-Culiseta","KX547192",2011-08-24,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547193/2005/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547193",2005-10-07,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547194/2002/USA/NY/New_York/NY99/unknown/Bird-crow","KX547194",2002-09-21,2002,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Bird-crow"
"KX547195/2007/USA/NY/Bronx/WN02/unknown/Bird-crow","KX547195",2007-09-19,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547196/2013/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547196",2013-09-17,2013,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547197/2004/USA/NY/Ontario/SW03/unknown/Bird-crow","KX547197",2004-07-29,2004,"USA","NY","Not CO","NY","NY","NY","SW03","unknown","Bird-crow"
"KX547198/2012/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta","KX547198",2012-08-28,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547199/2005/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex","KX547199",2005-07-20,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547200/2012/USA/NY/Orange/WN02/unknown/Mosquito-Culex","KX547200",2012-08-16,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547201/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Aedes","KX547201",2012-07-20,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Aedes"
"KX547202/2004/USA/NY/Niagara/WN02/unknown/Bird-other","KX547202",2004-09-26,2004,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547203/2001/USA/NY/Suffolk/NY99/unknown/Mosquito-Culex","KX547203",2001-10-04,2001,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Mosquito-Culex"
"KX547204/2002/USA/NY/Washington/WN02/unknown/Bird-crow","KX547204",2002-09-12,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547205/2005/USA/NY/Rockland/WN02/unknown/Mosquito-Culex","KX547205",2005-08-19,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547206/2015/USA/NY/Chautauqua/WN02/unknown/Mosquito-Culiseta","KX547206",2015-08-07,2015,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547207/2002/USA/NY/Fulton/WN02/unknown/Bird-crow","KX547207",2002-08-14,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547208/2007/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex","KX547208",2007-07-02,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547209/2006/USA/NY/Montgomery/WN02/unknown/Bird-crow","KX547209",2006-10-22,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547210/2001/USA/NY/Nassau/NY99/unknown/Mosquito-Culex","KX547210",2001-08-17,2001,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Mosquito-Culex"
"KX547211/2006/USA/NY/Putnam/WN02/unknown/Bird-crow","KX547211",2006-09-11,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547212/2003/USA/NY/Orange/WN02/unknown/Mosquito-Culex","KX547212",2003-09-30,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547213/2002/USA/NY/Ulster/WN02/unknown/Bird-other","KX547213",2002-09-13,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547214/2009/USA/NY/Chautauqua/WN02/unknown/Bird-crow","KX547214",2009-09-10,2009,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547215/2006/USA/NY/Niagara/WN02/unknown/Mosquito-Culex","KX547215",2006-08-22,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547216/2011/USA/NY/Rockland/WN02/unknown/Mosquito-Culex","KX547216",2011-09-16,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547217/2005/USA/NY/Kings/WN02/unknown/Bird-other","KX547217",2005-09-29,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547218/2003/USA/NY/Monroe/WN02/unknown/Mosquito-Culex","KX547218",2003-08-14,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547219/2007/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex","KX547219",2007-08-30,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547220/2011/USA/NY/Suffolk/WN02/unknown/Mosquito-other","KX547220",2011-08-18,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-other"
"KX547221/2014/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547221",2014-09-23,2014,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547222/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Aedes","KX547222",2012-07-06,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Aedes"
"KX547223/2005/USA/NY/Queens/WN02/unknown/Bird-crow","KX547223",2005-09-16,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547224/2006/USA/NY/Rockland/WN02/unknown/Mosquito-Culex","KX547224",2006-09-08,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547225/2010/USA/NY/Rockland/WN02/unknown/Mosquito-Culex","KX547225",2010-09-17,2010,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547226/2007/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex","KX547226",2007-07-25,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547227/2011/USA/NY/Erie/WN02/unknown/Mosquito-Culex","KX547227",2011-09-01,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547228/2002/USA/NY/Richmond/NY99/unknown/Bird-other","KX547228",2002-09-10,2002,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Bird-other"
"KX547229/2006/USA/NY/Orleans/WN02/unknown/Bird-other","KX547229",2006-08-29,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547230/2002/USA/NY/Niagara/WN02/unknown/Mosquito-Culex","KX547230",2002-09-20,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547231/2007/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547231",2007-08-07,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547232/2004/USA/NY/Richmond/WN02/unknown/Bird-other","KX547232",2004-08-30,2004,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547233/2007/USA/NY/Richmond/WN02/unknown/Bird-other","KX547233",2007-07-19,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547234/2012/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547234",2012-07-03,2012,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547235/2015/USA/NY/Orange/WN02/unknown/Mosquito-Culex","KX547235",2015-08-13,2015,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547236/2011/USA/NY/Onondaga/WN02/unknown/Mosquito-Aedes","KX547236",2011-09-15,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Aedes"
"KX547237/2004/USA/NY/Genesee/WN02/unknown/Bird-crow","KX547237",2004-08-12,2004,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547238/2002/USA/NY/Saint_Lawrence/WN02/unknown/Bird-crow","KX547238",2002-08-21,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547239/2003/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta","KX547239",2003-08-20,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547240/2008/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547240",2008-09-03,2008,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547241/2003/USA/NY/Erie/WN02/unknown/Mosquito-Culex","KX547241",2003-09-09,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547242/2010/USA/NY/Westchester/WN02/unknown/Mosquito-Culex","KX547242",2010-08-03,2010,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547243/2006/USA/NY/Lewis/WN02/unknown/Bird-crow","KX547243",2006-08-23,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547244/2003/USA/NY/Clinton/WN02/unknown/Bird-crow","KX547244",2003-10-02,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547245/2002/USA/NY/Nassau/WN02/unknown/Mosquito-Culex","KX547245",2002-09-13,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547246/2002/USA/NY/Chemung/WN02/unknown/Bird-crow","KX547246",2002-09-06,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547247/2002/USA/NY/Erie/WN02/unknown/Mosquito-Culex","KX547247",2002-08-14,2002,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547248/2003/USA/NY/Rockland/WN02/unknown/Mosquito-Culex","KX547248",2003-09-26,2003,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547249/2004/USA/NY/Queens/WN02/unknown/Bird-other","KX547249",2004-09-15,2004,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547250/2006/USA/NY/Erie/WN02/unknown/Bird-crow","KX547250",2006-08-03,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547251/2002/USA/NY/Rockland/NY99/unknown/Mosquito-Culex","KX547251",2002-07-19,2002,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Mosquito-Culex"
"KX547252/2002/USA/NY/Onondaga/NY99/unknown/Mosquito-Culiseta","KX547252",2002-09-13,2002,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Mosquito-Culiseta"
"KX547253/2004/USA/NY/Saint_Lawrence/NY99/unknown/Bird-crow","KX547253",2004-05-30,2004,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Bird-crow"
"KX547254/2013/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex","KX547254",2013-07-17,2013,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547255/2011/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta","KX547255",2011-09-13,2011,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culiseta"
"KX547256/2004/USA/NY/Orange/WN02/unknown/Mosquito-Culex","KX547256",2004-08-10,2004,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547257/2007/USA/NY/Erie/WN02/unknown/Mosquito-Culex","KX547257",2007-09-24,2007,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Mosquito-Culex"
"KX547258/2006/USA/NY/Ontario/WN02/unknown/Bird-crow","KX547258",2006-07-12,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547259/2005/USA/NY/Niagara/WN02/unknown/Bird-other","KX547259",2005-08-11,2005,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-other"
"KX547260/2006/USA/NY/Onondaga/WN02/unknown/Bird-crow","KX547260",2006-08-10,2006,"USA","NY","Not CO","NY","NY","NY","WN02","unknown","Bird-crow"
"KX547261/2002/USA/NY/Queens/NY99/unknown/Bird-other","KX547261",2002-09-04,2002,"USA","NY","Not CO","NY","NY","NY","NY99","unknown","Bird-other"
